figure_path	source_stage	figure_type	cell_type	contrast	pathway	purpose	quality_status	main_or_supp_candidate	duplicate_group	notes	bytes	sha256
figures/de_stage1_5/Theca_steroidogenic_recovery_fraction.png	stage1_5	bar_or_summary	Theca_steroidogenic			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:theca_steroidogenic_recovery_fraction	No original file was deleted or modified.	39414	0f09a6724881faf55489e8f984259e729014c2612eb4f247401a998ace79665b
figures/de_stage1_5/Theca_steroidogenic_rescue_classification_counts.png	stage1_5	bar_or_summary	Theca_steroidogenic			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:theca_steroidogenic_rescue_classification_counts	No original file was deleted or modified.	82799	a856b5e56c62edd5b2adcfa3b32aad12ff52cc4f84c00cb5ad3eb066e5311ecd
figures/de_stage1_5/Vascular_endothelial_aging_vs_residual.png	stage1_5	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:vascular_endothelial_aging_vs_residual	No original file was deleted or modified.	133364	f4e95703ff6f555ca0916fdb8a580c07826d91ac3760e2a0f878f63ae0e5226a
figures/de_stage1_5/Vascular_endothelial_aging_vs_treatment.png	stage1_5	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:vascular_endothelial_aging_vs_treatment	No original file was deleted or modified.	149109	cb4f33a94c8da8e1606db5fc562f5dfb15eae931cd3e9da302b92f174bfdc51e
figures/de_stage1_5/Vascular_endothelial_recovery_fraction.png	stage1_5	bar_or_summary				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:vascular_endothelial_recovery_fraction	No original file was deleted or modified.	40500	940571a7feac20900f2fba0efaeb2e89d49f103578f44bb888034968fa885322
figures/de_stage1_5/Vascular_endothelial_rescue_classification_counts.png	stage1_5	bar_or_summary				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:vascular_endothelial_rescue_classification_counts	No original file was deleted or modified.	79687	0e1af6b5092413c6c92d56221f03d85f43e47c2899416c3c0c3bad134da4ad92
figures/de_stage1_6/observed_vs_permutation_FDR_supported_rescue_fraction.png	stage1_6	bar_or_summary				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:observed_vs_permutation_fdr_supported_rescue_fraction	No original file was deleted or modified.	218502	2060b153710391d2694b7d913159a97f0c1b00e86f226743ed18296d5451c94a
figures/de_stage1_6/observed_vs_permutation_aging_treatment_spearman.png	stage1_6	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:observed_vs_permutation_aging_treatment_spearman	No original file was deleted or modified.	262893	0da71460ca3017bda79526a2a0ac3bb05d6d2395413c4a4535de890d21a65ce2
figures/de_stage1_6/observed_vs_permutation_cosine_similarity.png	stage1_6	other				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:observed_vs_permutation_cosine_similarity	No original file was deleted or modified.	273084	a7f78b8c1e7c6bf37469e9ca7c092c2be78c21b91e1c38cdc505e50815666c21
figures/de_stage1_6/observed_vs_permutation_directional_rescue_fraction.png	stage1_6	bar_or_summary				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:observed_vs_permutation_directional_rescue_fraction	No original file was deleted or modified.	221109	74b8abd96244d8175a1242cd4656ca088aace4c9ebd03b75bbcc6639376bccef
figures/de_stage1_6/treatment_to_aging_effect_magnitude_distributions.png	stage1_6	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:treatment_to_aging_effect_magnitude_distributions	No original file was deleted or modified.	227296	df94ecfde06f289eade16fb51ead9b464a2f61e8a02574fddac961bbc85e167a
figures/exploratory/leiden_qc.png	exploratory	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:leiden_qc	No original file was deleted or modified.	647777	3f843bed3981acb14691f4076952051549e0cfc7a6d978b71511ee803001d142
figures/exploratory/leiden_resolution_comparison.png	exploratory	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:leiden_resolution_comparison	No original file was deleted or modified.	1889489	5d74eeeeaf5b561f951b40b551a954b199bb1dec0fb1b99856919f521b4fbb3a
figures/exploratory/pca_scree.png	exploratory	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:pca_scree	No original file was deleted or modified.	93152	46460e6db881c2e129d440f61c4ea6986958254d3200112092ff5506aeadffa9
figures/exploratory/umap_doublet.png	exploratory	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_doublet	No original file was deleted or modified.	1579036	7b053a3e0b2df7f2e4a7b8157eb0d3bae83311d522af07cc28602103aa8b6231
figures/exploratory/umap_group.png	exploratory	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_group	No original file was deleted or modified.	780056	69d222098cbb9d4644079e22a34f3e09902318f8b0344c59258595e23d2c9ea2
figures/exploratory/umap_library.png	exploratory	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_library	No original file was deleted or modified.	781421	9e0ecd46712e440519a8c1268daa4d5010ecea46a96119c19fdd219a9889d869
figures/exploratory/umap_mt.png	exploratory	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_mt	No original file was deleted or modified.	3151041	af743a4d53f34a810fe75a4e5e25164921868bdb854a6a780db2cf3190b6f9b1
figures/exploratory/umap_qc_metrics.png	exploratory	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_qc_metrics	No original file was deleted or modified.	2387798	293b04a61810a344eeee272db9e914939641fe9752f723e1eefedf8256878a22
figures/integration_qc_review/biological_structure_preservation.pdf	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:biological_structure_preservation	No original file was deleted or modified.	20167	c2d79b2a046b25c97b4ea6291b139074197589b7a0fa64026c5c9c9d17e88948
figures/integration_qc_review/biological_structure_preservation.png	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:biological_structure_preservation	No original file was deleted or modified.	94992	6cda10c053f0736236f36fb88298e921b9a46b8be0592722cffa7e061d7f51df
figures/integration_qc_review/cluster_qc_heatmap.pdf	integration_qc_review	heatmap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:cluster_qc_heatmap	No original file was deleted or modified.	24996	3d7322fa389ed2a82ef0a0c1ce2b5b934d01d1a05970f52026bd7212ef8d53e2
figures/integration_qc_review/cluster_qc_heatmap.png	integration_qc_review	heatmap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:cluster_qc_heatmap	No original file was deleted or modified.	106498	438db1c253eed165148577c655ac81c94e31349c5c2048093259454ad710284a
figures/integration_qc_review/leiden_resolution_comparison.pdf	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:leiden_resolution_comparison	No original file was deleted or modified.	255610	23883f4455c2b57879234afe0426a646852878bf276631692ed5ea24dfc29372
figures/integration_qc_review/leiden_resolution_comparison.png	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:leiden_resolution_comparison	No original file was deleted or modified.	2855508	95d67652ebaac865a677ef8eabcdf5730f391508657817cdcb49a81337d7fea4
figures/integration_qc_review/leiden_transition_heatmaps.pdf	integration_qc_review	heatmap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:leiden_transition_heatmaps	No original file was deleted or modified.	59195	946a226b4cd8b8998a45e6b613c1bd810b3d0b055ebdf5fa0ac2dadc8c00359c
figures/integration_qc_review/leiden_transition_heatmaps.png	integration_qc_review	heatmap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:leiden_transition_heatmaps	No original file was deleted or modified.	157500	00c2233e0af688a0d3fb003e1e2718c9f79fda76c2be2dbd35b6bb032d5716fe
figures/integration_qc_review/neighbor_mixing_change.pdf	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:neighbor_mixing_change	No original file was deleted or modified.	21887	5206a7e1d78333bae21324f25f2b17bbfde6fd153ab65d5f5a71a58fe1825278
figures/integration_qc_review/neighbor_mixing_change.png	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:neighbor_mixing_change	No original file was deleted or modified.	157834	e99ae43979f73d14ad7e037177e01b77d664a6ef467f10c10b9bc1f08ab3dcde
figures/integration_qc_review/small_cluster_review.pdf	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:small_cluster_review	No original file was deleted or modified.	85109	01dfdd031b666f2b9a380f575b6060e4f1317fbdf6a2e483439c087ba94aea68
figures/integration_qc_review/small_cluster_review.png	integration_qc_review	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:small_cluster_review	No original file was deleted or modified.	493184	aa4f7756128fd4689397de6318abc74d56e3d01136547e172b229d1745d619fa
figures/integration_qc_review/umap_broad_lineage_pre_post.pdf	integration_qc_review	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_broad_lineage_pre_post	No original file was deleted or modified.	93496	27ff3fc6c1658414d13250eddcb213c8d7ad3e72f7e3cea3fbfc107991c1ef65
figures/integration_qc_review/umap_broad_lineage_pre_post.png	integration_qc_review	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_broad_lineage_pre_post	No original file was deleted or modified.	1303096	1609773fd91906bbd89b123376cf6458faa501811ab18078023654d9676a6fa0
figures/integration_qc_review/umap_library_group_pre_post.pdf	integration_qc_review	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_library_group_pre_post	No original file was deleted or modified.	487202	26fa558862743e2f0f40b846cc8b1804b2f9eb025f2c3fd6461d5ecb95361c75
figures/integration_qc_review/umap_library_group_pre_post.png	integration_qc_review	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_library_group_pre_post	No original file was deleted or modified.	3363304	3c0f9852c0b58508a7b856c4f68f49134a8042c4c317abd9b9687dd51c782b3d
figures/integration_qc_review/umap_marker_programs_pre_post.pdf	integration_qc_review	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_marker_programs_pre_post	No original file was deleted or modified.	1704158	2bd0bc0f01da986f69888bc26536a0ec8355eb188f9290396a5c3d8c68464f01
figures/integration_qc_review/umap_marker_programs_pre_post.png	integration_qc_review	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_marker_programs_pre_post	No original file was deleted or modified.	7586925	9c7bb0d4e743b036fa70bf5aed7fc59bf3fcc8d46dc182afe962ff5c2918452b
figures/integration_qc_review/umap_stage1_qc_candidates.pdf	stage1	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_stage1_qc_candidates	No original file was deleted or modified.	451177	51c94d92cba06e123b51d0457ab89b0ec97aa4345c596b81118f7dac84b1cc9d
figures/integration_qc_review/umap_stage1_qc_candidates.png	stage1	umap				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:umap_stage1_qc_candidates	No original file was deleted or modified.	2243013	4cdc6bb679f29a8d72baf9d0a857d8c2781f29332f8bd69a1564d1c7ed6efbd9
figures/pathway_stage2/aging_vs_treatment_hallmark_direction_map.png	stage2	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_vs_treatment_hallmark_direction_map	No original file was deleted or modified.	475557	a2b2ed29645df0695fec3ababcc0d384f851e9ce90681e88c14d62fa6cf8fecc
figures/pathway_stage2/exact_permutation_top_pathways__Granulosa.png	stage2	other	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:exact_permutation_top_pathways_granulosa	No original file was deleted or modified.	521991	b7ff34f196986e2e15b52d453b67d9a4c3d35a0dbc399aa315669bd531679d0f
figures/pathway_stage2/exact_permutation_top_pathways__Stromal_fibroblast.png	stage2	other	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:exact_permutation_top_pathways_stromal_fibroblast	No original file was deleted or modified.	529051	b9c48570bf6e713d5a2127be3e66472c651dca4e53570d55eaca19a29316ec99
figures/pathway_stage2/gene_effect_scatter__Granulosa__HALLMARK_ANDROGEN_RESPONSE.png	stage2	scatter	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_granulosa_hallmark_androgen_response	No original file was deleted or modified.	109175	1a0d97b9036d13994c43b76b0e5a28d7c98b73fa1a12d5ce626c1555bce903bc
figures/pathway_stage2/gene_effect_scatter__Granulosa__HALLMARK_ESTROGEN_RESPONSE_LATE.png	stage2	scatter	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_granulosa_hallmark_estrogen_response_late	No original file was deleted or modified.	112003	58207eac04a38e8b803a992d061dea7f935d78ce21f7673da8b9d5abdcf58cc9
figures/pathway_stage2/gene_effect_scatter__Granulosa__HALLMARK_INFLAMMATORY_RESPONSE.png	stage2	scatter	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_granulosa_hallmark_inflammatory_response	No original file was deleted or modified.	111739	31e10c380da2bb5efeac315e9c5dba632d15aebaa41d73391e3f649c3a7f26ca
figures/pathway_stage2/gene_effect_scatter__Granulosa__HALLMARK_MITOTIC_SPINDLE.png	stage2	scatter	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_granulosa_hallmark_mitotic_spindle	No original file was deleted or modified.	124898	e4b203b7118c2a5cb58c0e31ae36144a3b25a8f84bf809c34fdd2c558fee44d8
figures/pathway_stage2/gene_effect_scatter__Granulosa__HALLMARK_PROTEIN_SECRETION.png	stage2	scatter	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_granulosa_hallmark_protein_secretion	No original file was deleted or modified.	107715	c5dea5867fa4376a2362ee52814356a22370fcfaab63af79d794e0113866deff
figures/pathway_stage2/gene_effect_scatter__Stromal_fibroblast__HALLMARK_MYC_TARGETS_V1.png	stage2	scatter	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_stromal_fibroblast_hallmark_myc_targets	No original file was deleted or modified.	138361	ecd4a7c7db8dc974a95dd7962003d4d7f8b9ce11d78144a7c942af21480d7d9b
figures/pathway_stage2/gene_effect_scatter__Stromal_fibroblast__HALLMARK_MYC_TARGETS_V2.png	stage2	scatter	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_stromal_fibroblast_hallmark_myc_targets	No original file was deleted or modified.	102281	876c5c6ff22dced4f4dbacb9ab935456f57c57e171af2c2f11aeb86aa1c88b76
figures/pathway_stage2/gene_effect_scatter__Stromal_fibroblast__HALLMARK_MYOGENESIS.png	stage2	scatter	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_stromal_fibroblast_hallmark_myogenesis	No original file was deleted or modified.	106701	2cc3f50b2593e50d87450036e7ccea6a81b49ffc72f030fbb15267197806d279
figures/pathway_stage2/gene_effect_scatter__Stromal_fibroblast__HALLMARK_OXIDATIVE_PHOSPHORYLATION.png	stage2	scatter	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_stromal_fibroblast_hallmark_oxidative_phosphorylation	No original file was deleted or modified.	142782	e0247fcbba74041a25d325b35f5471a7d2895b0cd0db9bcc5db530f446189c93
figures/pathway_stage2/gene_effect_scatter__Stromal_fibroblast__HALLMARK_PROTEIN_SECRETION.png	stage2	scatter	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:gene_effect_scatter_stromal_fibroblast_hallmark_protein_secretion	No original file was deleted or modified.	113535	302209379d923ba7aca0a9202eadaef9f626216edb92fc0bcd124f2ff7f93749
figures/pathway_stage2/hallmark_nes_aging_overview_heatmap.png	stage2	heatmap		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:hallmark_nes_aging_overview_heatmap	No original file was deleted or modified.	577020	d1388baecca6758ca09d65b916c1581ce231f819f3964554dc2ca961f4badbd6
figures/pathway_stage2/hallmark_nes_residual_overview_heatmap.png	stage2	heatmap				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:hallmark_nes_residual_overview_heatmap	No original file was deleted or modified.	589361	6e3343ed992cc9b58c8b58b16aa362adfe7d3d000396cb95e08531b7e189ce96
figures/pathway_stage2/hallmark_nes_treatment_overview_heatmap.png	stage2	heatmap		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:hallmark_nes_treatment_overview_heatmap	No original file was deleted or modified.	558449	abdc4e461d41a22652d5c0175ce3b428c94f67577657c6427f369d3b65e9a231
figures/pathway_stage2/primary_population_pathway_reversal_heatmap.png	stage2	heatmap		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:primary_population_pathway_reversal_heatmap	No original file was deleted or modified.	460113	cdc3ed27a2e230044f81e7c972b5cc12d096aa54d1fd845f0df5c2db9d9bd922
figures/qc_sensitivity/counts_vs_genes_candidates_3_MAD.png	qc_sensitivity	bar_or_summary				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:counts_vs_genes_candidates_3_mad	No original file was deleted or modified.	684449	bff2609a8a0f3de3c85892fe6fd839c59cfb3afc2ef86e4b39a5cc1c1ae44f54
figures/qc_sensitivity/counts_vs_genes_candidates_4_MAD.png	qc_sensitivity	bar_or_summary				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:counts_vs_genes_candidates_4_mad	No original file was deleted or modified.	670943	74a7da4d37db847210e49b85d5236a97c89fe2539b7d2ba408b9b2b25adfa4a7
figures/qc_sensitivity/counts_vs_genes_candidates_5_MAD.png	qc_sensitivity	bar_or_summary				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:counts_vs_genes_candidates_5_mad	No original file was deleted or modified.	647893	71addaae9551dd07a44bd4bad01f214bdffca28c2bf9ebfdc6f311c2c4a23a00
figures/qc_sensitivity/doublet_score_vs_n_genes_by_library.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:doublet_score_vs_n_genes_by_library	No original file was deleted or modified.	978773	04042c92a436e6cbbb06f39d336b00c897105d5d25254f212f97728a1a935b2a
figures/qc_sensitivity/doublet_score_vs_total_counts_by_library.png	qc_sensitivity	bar_or_summary				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:doublet_score_vs_total_counts_by_library	No original file was deleted or modified.	1066139	0fbf68ebbf3d153fb67f7ef83a3db1e7ece33f205397706c366e128212542dd7
figures/qc_sensitivity/mt_distribution_thresholds_0_to_30_pct.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:mt_distribution_thresholds_0_to_30_pct	No original file was deleted or modified.	129253	800e9f6bdc8d9c25efec45fe089667f8b076663acd7dfc11d3ab91ed7300f5b9
figures/qc_sensitivity/mt_distribution_thresholds_full_range.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:mt_distribution_thresholds_full_range	No original file was deleted or modified.	130958	9f3ad5727b67a0f2bfb08783d25b634a296c0bc7a79d71bb368d276ee46b65eb
figures/qc_sensitivity/mt_pct_vs_n_genes_by_library.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:mt_pct_vs_n_genes_by_library	No original file was deleted or modified.	1470754	2c099f3ea17d41021e653a8db61a43f5c1af11b9ec4d4a88177d2c2351e691d6
figures/qc_sensitivity/mt_pct_vs_total_counts_by_library.png	qc_sensitivity	bar_or_summary				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:mt_pct_vs_total_counts_by_library	No original file was deleted or modified.	1632950	bc9791853ea4cfb497b785354f1b07723932f847292d2ac29f97809699e28446
figures/qc_sensitivity/scrublet_score_distribution_OC_1.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_oc_1	No original file was deleted or modified.	53923	637ff5bb5c12a6ceaeceaff2c0cc9809175c6a696946fb143dc75abb70ce28f2
figures/qc_sensitivity/scrublet_score_distribution_OC_2.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_oc_2	No original file was deleted or modified.	55054	109db80975fa9b822b91290e3f69c5daff20cbd12bfc376076146d79caf2d2f8
figures/qc_sensitivity/scrublet_score_distribution_OC_3.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_oc_3	No original file was deleted or modified.	54567	1fab4c41fac12c1c47cff0b4df5cd65fa5443d288bce644ae7550178d45bb6fb
figures/qc_sensitivity/scrublet_score_distribution_OT_1.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_ot_1	No original file was deleted or modified.	54728	9ed2017dbaca44f1e25a5d8f11c33f0a46df289a6bbade2f9025a2c2faab0140
figures/qc_sensitivity/scrublet_score_distribution_OT_2.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_ot_2	No original file was deleted or modified.	55299	8e8321cc8629ddfeeaa13c57a402d2de3efa857849f59323abfe3c142a40bbc2
figures/qc_sensitivity/scrublet_score_distribution_OT_3.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_ot_3	No original file was deleted or modified.	54874	b746067b481476fbf3ecd58e85a15e68e1855879c5b2f9d82459205b8566d680
figures/qc_sensitivity/scrublet_score_distribution_Y_1.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_y_1	No original file was deleted or modified.	52020	ae91daf05d4e530f3c09a93cdda4304aa0a607e9e3ead3d4fdf252b6b2d1a542
figures/qc_sensitivity/scrublet_score_distribution_Y_2.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_y_2	No original file was deleted or modified.	54924	885770ef4e3881b4a750e0243f0b8fef2cb586a46f7b98e0aba2f20f6c40a105
figures/qc_sensitivity/scrublet_score_distribution_Y_3.png	qc_sensitivity	other				existing analysis output; retained unchanged for audit	diagnostic_or_supplementary	supplement_candidate	stem:scrublet_score_distribution_y_3	No original file was deleted or modified.	54910	0a1a9f664fa88812b42bcb5805b59b577f8c930bebcabeddc4cc858c23078d2b
figures/stage4_composition_decomposition/aitchison_distance_to_young.png	stage4	bar_or_summary				existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aitchison_distance_to_young	No original file was deleted or modified.	56563	0088611e54db1b6edf7597b1d1c51d63687760e3bf3a8de70ca6e048f7f00c59
figures/stage4_composition_decomposition/composition__Granulosa.png	stage4	bar_or_summary	Granulosa			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:composition_granulosa	No original file was deleted or modified.	69451	2e5e2f1da77f5f025c92e0c3307efe51fba0d712c6c4d2504efaf03d2289e8f3
figures/stage4_composition_decomposition/composition__Stromal_fibroblast.png	stage4	bar_or_summary	Stromal_fibroblast			existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:composition_stromal_fibroblast	No original file was deleted or modified.	64702	ee491b090c9360e507612e30fa23afc0805b78ed7f2976c5ed3a47323569afa4
figures/stage5_rejuvenation_geometry/aging_axis_projection__Granulosa.png	stage5	other	Granulosa	OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_axis_projection_granulosa	No original file was deleted or modified.	57007	afb8d0ea16f81b249b695e2ad92de4d966f488077e6f1a76eccb3065eef4f3e0
figures/stage5_rejuvenation_geometry/aging_axis_projection__Immune.png	stage5	other	Immune	OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_axis_projection_immune	No original file was deleted or modified.	56064	47260b8a99f796a4bd4d1f39efc11416a346d53a0067a41a49cd706a2ab09ba6
figures/stage5_rejuvenation_geometry/aging_axis_projection__Ovarian_epithelial.png	stage5	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_axis_projection_ovarian_epithelial	No original file was deleted or modified.	57786	72ce9b19df70fcbd5e9b532c73fd7c959d9e64534fc4bc1ced8c4daa28495e29
figures/stage5_rejuvenation_geometry/aging_axis_projection__Smooth_muscle_pericyte.png	stage5	other		OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_axis_projection_smooth_muscle_pericyte	No original file was deleted or modified.	59077	779516ef4e7a93e75a6b7f95407168feec22846591b1810e706c470d9f5c7533
figures/stage5_rejuvenation_geometry/aging_axis_projection__Stromal_fibroblast.png	stage5	other	Stromal_fibroblast	OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_axis_projection_stromal_fibroblast	No original file was deleted or modified.	59346	fe42f6e6b0057e01137bb6f0c8c49c886b854b75b00d274b674d3d206c20ff1b
figures/stage5_rejuvenation_geometry/aging_axis_projection__Theca_steroidogenic.png	stage5	other	Theca_steroidogenic	OC_vs_Y;OT_vs_OC		existing analysis output; retained unchanged for audit	review_or_regenerate_for_publication	main_or_supp_review_candidate	stem:aging_axis_projection_theca_steroidogenic	No original file was deleted or modified.	58732	410fa3d168030fae8f7b03cb0465906b934b8287ceed2072949524abe57714e9
